Frame,AU1L,AU1R,AU2L,AU2R,AU4L,AU4R,AU6L,AU6R,AU9,AU10,AU13L,AU13R,AU18,AU22,AU27
1,9.79802464663884e-09,1.2390031587910526e-07,4.13659714919537e-08,0.00028246030609381344,0.7695836473472397,1.0740213575497626,2.3548307847785288e-07,0.017542828821365642,0.022405155611585167,1.2124164379720969e-08,0.020312080855630108,2.684250812544765e-09,1.1204737243234589e-08,3.984514814665541e-08,1.4539767227994795e-09
2,1.4597756236240276e-08,1.8090790344120468e-07,5.2632941476414326e-08,0.0010604044053705145,0.7691122251182473,1.0734426761652824,1.693551770020997e-07,0.01848373421497234,0.02473646159262576,1.06411282562836e-08,0.022247052922184558,3.6198265943940817e-09,1.5256391761535483e-08,6.026925794858606e-08,2.0698919356753527e-09
3,8.244404315934972e-09,1.1320063874753645e-07,3.155290161512543e-08,0.0033010062068545474,0.7684550988336933,1.0778363640701794,1.2871582542094356e-07,0.018069751272795493,0.023798631282362738,8.860258044406881e-09,0.021977814544981697,2.2115929452925858e-09,1.0146324505070104e-08,3.5658201803191245e-08,1.2243972992713285e-09
4,1.891052395629669e-09,4.549337405386824e-08,1.047286175383652e-08,0.00554160800833858,0.7677979725491395,1.0822300519750765,8.80764738397874e-08,0.017655768330618646,0.022860800972099717,7.079387832530162e-09,0.02170857616777884,8.033592961910899e-10,5.036257248604723e-09,1.1047145657796436e-08,3.789026628673043e-10
5,2.083500517028117e-09,4.4954093377019725e-08,1.0945518996430553e-08,0.005161454800548159,0.7679422606856254,1.082755174450357,9.086382063170983e-08,0.019936364241702656,0.021412785518055137,7.1500632901400996e-09,0.022301204525445643,9.036435337959163e-10,7.970208877452198e-09,2.2851631930423543e-08,3.9794305124358e-10
6,2.275948638426565e-09,4.44148127001712e-08,1.1418176239024585e-08,0.004781301592757739,0.7680865488221112,1.0832802969256374,9.365116742363226e-08,0.02221696015278667,0.01996477006401056,7.220738747750038e-09,0.02289383288311245,1.0039277714007427e-09,1.0904160506299671e-08,3.4656118203050646e-08,4.1698343961985567e-10
7,5.0340197632380756e-09,5.506353514014485e-08,2.094746079837094e-08,0.003679055546895725,0.7665471137298595,1.0798185000946598,1.0729294115850666e-07,0.018873336098562225,0.019799073268486126,8.711397624347448e-09,0.02181894756708429,1.5989341417600638e-09,1.2041451283809635e-08,3.8860391247018876e-08,8.213951257621866e-10
8,7.792090888049585e-09,6.57122575801185e-08,3.04767453577173e-08,0.0025768095010337113,0.7650076786376078,1.0763567032636825,1.2093471489338104e-07,0.015529712044337778,0.01963337647296169,1.0202056500944858e-08,0.02074406225105613,2.1939405121193848e-09,1.31787420613196e-08,4.30646642909871e-08,1.2258068119045176e-09
9,1.00759238246006e-08,7.704219281751253e-08,3.758005416835322e-08,0.0022178174295879247,0.7648898107653834,1.0744617465854558,1.2612109259854915e-07,0.011860267918236238,0.020493080536589447,1.1733883171214198e-08,0.02223894145975031,2.7340426524324427e-09,2.489216093493395e-08,9.235806411192276e-08,1.7427625487562492e-09
10,5.207111813595795e-09,4.005878729133044e-08,1.9804598475270536e-08,0.0033766990170668266,0.7639360856965103,1.0749603209244887,6.48721861483339e-08,0.009011833792607117,0.022094575884038705,6.31648795821568e-09,0.024191517248326612,1.4287662505870214e-09,1.2470803568662805e-08,4.6335426531398535e-08,8.749031657377758e-10
