Frame,AU1L,AU1R,AU2L,AU2R,AU4L,AU4R,AU6L,AU6R,AU9,AU10,AU13L,AU13R,AU18,AU22,AU27
1,3.9976568948238965e-10,0.011022361527952386,0.004610002963937304,0.06538194175590485,0.0034957474644423648,1.1932671941954719e-10,2.0592775136275285e-10,1.0120686030751723e-10,2.923046542780407e-11,1.1259751656793552e-11,5.504824802127742e-11,0.02098539112034227,1.3010547734384468e-10,2.632676387292013e-10,-1.209589338580993e-11
2,4.5511777335611406e-11,0.011841734087734434,0.005505424254116754,0.06113625437245144,0.0014267294119338946,3.485672336704587e-11,4.814949886493914e-11,2.5248389141479212e-11,8.750747407795892e-12,5.383251661125602e-12,1.3400641363376204e-11,0.0040462690929227935,1.003189794788447e-09,4.769046217895596e-11,-3.917261200919249e-13
3,1.636274084619646e-10,0.013240822241833572,0.007158322035466397,0.06137399745699891,0.0003451625847905364,2.5705381763369487e-11,3.6597913797056884e-11,1.922926502886836e-11,7.266331900034753e-12,5.327419027113377e-12,1.0717412823797423e-11,7.286839777906902e-08,0.0038904996945336454,2.210341715689145e-11,2.874240769611625e-12
4,5.4904109265341096e-11,0.01445826124956499,0.0018524255370832574,0.06259121636543008,1.7748931785092012e-08,8.958344999185909e-12,1.642868209878908e-11,7.599855266117644e-12,2.408050789166094e-12,1.7188025822578479e-12,3.7133748718679e-12,1.0326724132376824e-09,0.012938147394888756,7.344427165269512e-12,6.292157685362538e-13
5,-2.2458869918695937e-05,0.013008961922389269,0.0005219929324060946,0.06410117755918482,-2.5448217042643604e-05,6.407680271977672e-11,1.1474625198621767e-10,5.5209978714080734e-11,2.061863204355859e-11,1.516291683597315e-11,3.202201088543628e-11,0.00010114142708343795,0.011067579496208853,4.3135256129570003e-07,4.222715592079806e-09
6,6.783017135178887e-10,0.015575792035817132,0.0035790683255920146,0.06418943995361137,2.725334016585006e-07,9.901938981129752e-11,1.8998690716749424e-10,8.718898541434529e-11,3.3458521960859196e-11,2.476989527573453e-11,5.1389572445712296e-11,7.674078339677931e-10,0.009186830173709968,1.1048050512157577e-10,3.8832841701422666e-11
7,1.0760934614444493e-09,0.025768148303911977,0.007917506179534116,0.06267156546477197,3.3741300415284035e-08,4.603668732308943e-11,1.3550194376377847e-10,4.96214585599882e-11,1.972365637208615e-11,1.5314314941909613e-11,2.9050432119308447e-11,7.26728214028202e-10,0.016712995962654485,6.280370902735104e-11,2.673376579893561e-11
8,6.22127279239497e-08,0.0311749372307006,0.014170772870853696,0.06463988488165097,2.538743616284977e-09,5.46946362106605e-11,1.5620705248015612e-10,6.093818553603835e-11,2.41683222084248e-11,1.9319116622876085e-11,3.4849638953796954e-11,1.4699499085494808e-09,0.01614939053948369,3.2072194556145125e-11,3.800308816536418e-11
9,0.004474427328689861,0.03706633515633657,0.02698694864311597,0.06764228302113615,1.9742910131318899e-10,1.4630212990760834e-11,2.777450695422993e-11,1.2247160900200571e-11,4.290711300170079e-12,3.248586877809665e-12,6.470196121583152e-12,0.00105730734854013,0.018665010614449886,1.4509810390319087e-11,3.7699048028244626e-12
10,0.021131956669365855,0.044272087147581185,0.04176744754096762,0.07037142211642665,0.0042070577958309326,5.571785234064856e-12,2.830473119356112e-11,2.4358044991040532e-11,-1.908894313379638e-11,-7.672136626185275e-12,-3.958795169479983e-12,0.00865537159799548,0.010733147780344635,9.325873150587372e-05,9.080232133613283e-07
