Frame,AU1L,AU1R,AU2L,AU2R,AU4L,AU4R,AU6L,AU6R,AU9,AU10,AU13L,AU13R,AU18,AU22,AU27
1,5.4325276180732e-08,0.0016954857744103432,0.03478933826527441,0.0600626602402364,1.117225237300461,1.1157653283173237,2.649496089847473e-08,0.05505624044494848,0.22491400228300704,8.222426897400698e-10,6.387280774662261e-06,4.0201548860710637e-10,0.00956221323856599,0.09230955265596072,1.6289608423973477e-10
2,7.930166682725434e-07,2.246713017732093e-06,0.04760041677768617,0.05809253203633909,1.116861115144597,1.112011148639914,9.92643998812063e-08,0.02409885582057001,0.2224464020952356,6.342318056935563e-08,3.0882972924928907e-06,1.7209461260525517e-08,8.78468170695938e-09,0.04509734749597348,2.7409331350048595e-08
3,2.587669116146876e-06,9.439944860946259e-07,0.042451403105894264,0.06264555751444066,1.117267245331817,1.1183523405512077,1.5610752266876835e-07,0.040811588951162735,0.22242561295051247,5.3460592288450135e-08,1.3350313211085534e-05,8.524486166985776e-09,1.0494818495560316e-06,0.07549706581750645,7.843917528861553e-09
4,3.5035891382714453e-06,9.295354072421058e-05,0.042509782135870325,0.06495152554748153,1.117796343434602,1.1202912513692584,2.1831603669381144e-07,0.0439872990523026,0.2232980637617321,6.215795577804557e-08,1.581734459162845e-05,1.3227667618126104e-08,0.0039172616487836605,0.07724952132217716,8.396021526830066e-09
5,3.2768398957250124e-06,3.888139257677324e-05,0.04945905739082148,0.06413109877730905,1.1184235687612691,1.116691062600367,2.696330678454753e-07,0.029301783125688187,0.22480893649720776,9.291391295116925e-08,8.864719692024468e-06,3.164720050266831e-08,0.008510533327499969,0.04467403276583522,3.1958788971423316e-08
6,2.258493836512436e-06,9.87873203161853e-07,0.0502327651240188,0.06367846418206707,1.1196471615892405,1.1152285159642843,1.91225664025948e-07,0.03201696396593515,0.2269828940539237,7.489683735496327e-08,4.10039199850226e-06,2.6871676742805053e-08,2.664513800482102e-07,0.04994569898196052,2.8961726721304995e-08
7,7.376882428204236e-07,1.2127025548902563e-07,0.04438147363268875,0.06414336579330418,1.1215177080778267,1.1166070127684151,1.261015193744892e-08,0.052649873050848894,0.2295584792968028,1.3577973828683403e-08,2.684492741529249e-06,1.1705789516089444e-09,2.2949520747178212e-07,0.07750128766432385,8.464004775058957e-10
8,1.2245417013888148e-07,1.3433563708919104e-08,0.04188185647220236,0.06527584717456587,1.1235905634405845,1.1175467959912306,3.480893994553081e-09,0.061016789319229436,0.23123935289956304,5.34107876902823e-09,4.291865534687863e-06,3.3801035921811017e-10,0.10841000437813704,1.0425318962854446e-09,1.4663679409177543e-10
9,7.890956882342057e-07,-1.1605395334845107e-07,0.042103026049274656,0.06671788597542991,1.1243337450012947,1.1185312711095947,5.574040953646204e-08,0.06361383431594449,0.23354234553128803,2.381063354056541e-08,3.408004099611346e-05,4.390151768377073e-09,0.08775836394239867,0.019131593074214345,2.4493854682506423e-09
10,8.320204307135679e-07,9.200589012410747e-08,0.04333379493304956,0.06681285280860289,1.1260788082181956,1.1172769862670615,9.82935543032087e-08,0.060811118457981185,0.2350720236300506,1.025324699315239e-08,6.197343014250966e-05,4.292485888374993e-09,8.287913415289539e-06,0.09010847751470599,1.7630425241461634e-09
11,-1.6786437791903874e-06,9.436420327590312e-08,0.04425617566738764,0.06395835193439375,1.131407230014408,1.1113239127533943,8.628173393137934e-08,0.05100273929574361,0.23413588725275833,-8.678913293165931e-08,5.3574434273573535e-05,-4.255304045394089e-09,-0.049313616987225035,0.12992937321887962,-2.217935220602631e-09
12,-5.039501590495007e-06,-4.5256994585762496e-08,0.04496246606238174,0.058956965772008214,1.1395074571435913,1.1018780785257416,4.3947874040626166e-08,0.0358173276425177,0.23148830846850876,-2.06783463471805e-07,1.692874294114932e-05,-1.5606435812139045e-08,-0.05645013729265051,0.13541146169911714,-7.067243731943036e-09
13,9.698191026956178e-07,5.547441238292153e-08,0.04600645297858903,0.05662418883668066,1.1455101701277044,1.0961756513269971,1.1674952834886295e-07,0.025026668378019142,0.2316555196918878,1.3468511945103622e-08,3.104934563024479e-07,4.119783912886893e-09,0.0011420077983696224,0.0874578320297104,1.7729411944411784e-09
14,2.070440488276166e-05,3.848051375016253e-07,0.047577367207517485,0.05721191573584462,1.148869342779839,1.094773262025006,3.271991897161335e-07,0.01960167221069074,0.2348127598130411,5.269419573942378e-07,7.034905000883025e-06,5.060981276652619e-08,0.1073448823789744,7.868336843229224e-08,2.200647076122624e-08
